host,ip,port,protocol,title,domain,country,city,link,org
116.226.100.37:4022,116.226.100.37,4022,http,,,CN,Shanghai,http://116.226.100.37:4022,China Telecom Group
116.226.100.37:4022,116.226.100.37,4022,http,,,CN,Shanghai,http://116.226.100.37:4022,China Telecom Group
114.95.208.237:3333,114.95.208.237,3333,http,,,CN,Shanghai,http://114.95.208.237:3333,China Telecom Group
114.95.208.237:3333,114.95.208.237,3333,http,,,CN,Shanghai,http://114.95.208.237:3333,China Telecom Group
139.227.17.76:4022,139.227.17.76,4022,http,,,CN,Shanghai,http://139.227.17.76:4022,China Unicom Shanghai network
139.227.17.76:4022,139.227.17.76,4022,http,,,CN,Shanghai,http://139.227.17.76:4022,China Unicom Shanghai network
58.41.13.4:4022,58.41.13.4,4022,http,,,CN,Shanghai,http://58.41.13.4:4022,China Telecom Group
222.70.80.106:4022,222.70.80.106,4022,http,,,CN,Shanghai,http://222.70.80.106:4022,China Telecom Group
222.70.80.106:4022,222.70.80.106,4022,http,,,CN,Shanghai,http://222.70.80.106:4022,China Telecom Group
116.234.8.8:8318,116.234.8.8,8318,http,,,CN,Shanghai,http://116.234.8.8:8318,China Telecom Group
116.234.8.8:8318,116.234.8.8,8318,http,,,CN,Shanghai,http://116.234.8.8:8318,China Telecom Group
114.95.141.12:4022,114.95.141.12,4022,http,,,CN,Shanghai,http://114.95.141.12:4022,China Telecom Group
114.95.141.12:4022,114.95.141.12,4022,http,,,CN,Shanghai,http://114.95.141.12:4022,China Telecom Group
180.158.76.144:4022,180.158.76.144,4022,http,,,CN,Shanghai,http://180.158.76.144:4022,China Telecom Group
222.67.173.153:4022,222.67.173.153,4022,http,,,CN,Shanghai,http://222.67.173.153:4022,China Telecom Group
222.67.173.153:4022,222.67.173.153,4022,http,,,CN,Shanghai,http://222.67.173.153:4022,China Telecom Group
222.67.176.5:34567,222.67.176.5,34567,http,,,CN,Shanghai,http://222.67.176.5:34567,China Telecom Group
222.67.251.158:4022,222.67.251.158,4022,http,,,CN,Shanghai,http://222.67.251.158:4022,China Telecom Group
222.67.251.158:4022,222.67.251.158,4022,http,,,CN,Shanghai,http://222.67.251.158:4022,China Telecom Group
61.173.54.101:4022,61.173.54.101,4022,http,,,CN,Shanghai,http://61.173.54.101:4022,China Telecom Group
61.173.54.101:4022,61.173.54.101,4022,http,,,CN,Shanghai,http://61.173.54.101:4022,China Telecom Group
jg192.x3322.net:82,223.166.34.165,82,http,SYB - 又一个WordPress站点,x3322.net,CN,Shanghai,http://jg192.x3322.net:82,China Unicom Shanghai network
223.166.34.165:82,223.166.34.165,82,http,SYB - 又一个WordPress站点,,CN,Shanghai,http://223.166.34.165:82,China Unicom Shanghai network
58.37.217.12:4022,58.37.217.12,4022,http,,,CN,Shanghai,http://58.37.217.12:4022,China Telecom Group
61.173.112.51:4022,61.173.112.51,4022,http,,,CN,Shanghai,http://61.173.112.51:4022,China Telecom Group
61.173.112.51:4022,61.173.112.51,4022,http,,,CN,Shanghai,http://61.173.112.51:4022,China Telecom Group
180.165.16.234:9999,180.165.16.234,9999,http,,,CN,Shanghai,http://180.165.16.234:9999,China Telecom Group
180.158.76.144:4022,180.158.76.144,4022,http,,,CN,Shanghai,http://180.158.76.144:4022,China Telecom Group
222.64.117.139:4022,222.64.117.139,4022,http,,,CN,Shanghai,http://222.64.117.139:4022,China Telecom Group
114.91.111.117:4022,114.91.111.117,4022,http,,,CN,Shanghai,http://114.91.111.117:4022,China Telecom Group
58.38.18.167:9200,58.38.18.167,9200,http,,,CN,Shanghai,http://58.38.18.167:9200,China Telecom Group
222.64.201.108:8188,222.64.201.108,8188,http,,,CN,Shanghai,http://222.64.201.108:8188,China Telecom Group
222.64.201.108:8188,222.64.201.108,8188,http,,,CN,Shanghai,http://222.64.201.108:8188,China Telecom Group
61.165.18.165:4022,61.165.18.165,4022,http,,,CN,Shanghai,http://61.165.18.165:4022,China Telecom Group
61.165.18.165:4022,61.165.18.165,4022,http,,,CN,Shanghai,http://61.165.18.165:4022,China Telecom Group
116.226.26.109:4022,116.226.26.109,4022,http,,,CN,Shanghai,http://116.226.26.109:4022,China Telecom Group
180.165.218.117:4022,180.165.218.117,4022,http,,,CN,Shanghai,http://180.165.218.117:4022,China Telecom Group
116.226.26.109:4022,116.226.26.109,4022,http,,,CN,Shanghai,http://116.226.26.109:4022,China Telecom Group
222.67.176.5:34567,222.67.176.5,34567,http,,,CN,Shanghai,http://222.67.176.5:34567,China Telecom Group
180.165.218.117:4022,180.165.218.117,4022,http,,,CN,Shanghai,http://180.165.218.117:4022,China Telecom Group
58.32.17.95:12345,58.32.17.95,12345,http,,,CN,Shanghai,http://58.32.17.95:12345,China Telecom Group
222.67.93.139:4022,222.67.93.139,4022,http,,,CN,Shanghai,http://222.67.93.139:4022,China Telecom Group
222.67.93.139:4022,222.67.93.139,4022,http,,,CN,Shanghai,http://222.67.93.139:4022,China Telecom Group
58.32.32.255:8888,58.32.32.255,8888,http,,,CN,Shanghai,http://58.32.32.255:8888,China Telecom Group
58.32.32.255:8888,58.32.32.255,8888,http,,,CN,Shanghai,http://58.32.32.255:8888,China Telecom Group
222.68.1.173:4022,222.68.1.173,4022,http,,,CN,Shanghai,http://222.68.1.173:4022,China Telecom Group
116.237.205.100:4022,116.237.205.100,4022,http,,,CN,Shanghai,http://116.237.205.100:4022,China Telecom Group
58.41.155.171:8888,58.41.155.171,8888,http,,,CN,Shanghai,http://58.41.155.171:8888,China Telecom Group
180.172.99.8:8888,180.172.99.8,8888,http,,,CN,Shanghai,http://180.172.99.8:8888,China Telecom Group
180.172.99.8:8888,180.172.99.8,8888,http,,,CN,Shanghai,http://180.172.99.8:8888,China Telecom Group
222.64.128.87:1688,222.64.128.87,1688,http,,,CN,Shanghai,http://222.64.128.87:1688,China Telecom Group
222.64.128.87:1688,222.64.128.87,1688,http,,,CN,Shanghai,http://222.64.128.87:1688,China Telecom Group
116.237.205.100:4022,116.237.205.100,4022,http,,,CN,Shanghai,http://116.237.205.100:4022,China Telecom Group
218.80.71.235:4022,218.80.71.235,4022,http,,,CN,Shanghai,http://218.80.71.235:4022,China Telecom Group
222.64.72.142:8899,222.64.72.142,8899,http,,,CN,Shanghai,http://222.64.72.142:8899,China Telecom Group
218.80.71.235:4022,218.80.71.235,4022,http,,,CN,Shanghai,http://218.80.71.235:4022,China Telecom Group
116.237.54.51:8888,116.237.54.51,8888,http,,,CN,Shanghai,http://116.237.54.51:8888,China Telecom Group
116.237.54.51:8888,116.237.54.51,8888,http,,,CN,Shanghai,http://116.237.54.51:8888,China Telecom Group
116.231.59.110:8686,116.231.59.110,8686,http,,,CN,Shanghai,http://116.231.59.110:8686,China Telecom Group
101.224.233.172:8888,101.224.233.172,8888,http,,,CN,Shanghai,http://101.224.233.172:8888,China Telecom Group
222.68.2.216:8888,222.68.2.216,8888,http,,,CN,Shanghai,http://222.68.2.216:8888,China Telecom Group
222.68.2.216:8888,222.68.2.216,8888,http,,,CN,Shanghai,http://222.68.2.216:8888,China Telecom Group
222.64.219.1:8888,222.64.219.1,8888,http,,,CN,Shanghai,http://222.64.219.1:8888,China Telecom Group
222.64.219.1:8888,222.64.219.1,8888,http,,,CN,Shanghai,http://222.64.219.1:8888,China Telecom Group
180.158.59.49:9997,180.158.59.49,9997,http,,,CN,Shanghai,http://180.158.59.49:9997,China Telecom Group
180.158.59.49:9997,180.158.59.49,9997,http,,,CN,Shanghai,http://180.158.59.49:9997,China Telecom Group
222.64.219.1:18888,222.64.219.1,18888,http,,,CN,Shanghai,http://222.64.219.1:18888,China Telecom Group
222.64.219.1:18888,222.64.219.1,18888,http,,,CN,Shanghai,http://222.64.219.1:18888,China Telecom Group
karika.myds.me:4022,116.226.13.104,4022,http,,karika.myds.me,CN,Shanghai,http://karika.myds.me:4022,China Telecom Group
116.226.13.104:4022,116.226.13.104,4022,http,,,CN,Shanghai,http://116.226.13.104:4022,China Telecom Group
116.226.13.104:4022,116.226.13.104,4022,http,,,CN,Shanghai,http://116.226.13.104:4022,China Telecom Group
karika.myds.me:4022,116.226.13.104,4022,http,,karika.myds.me,CN,Shanghai,http://karika.myds.me:4022,China Telecom Group
58.37.252.156:9200,58.37.252.156,9200,http,,,CN,Shanghai,http://58.37.252.156:9200,China Telecom Group
101.229.186.71:4022,101.229.186.71,4022,http,,,CN,Shanghai,http://101.229.186.71:4022,China Telecom Group
101.229.186.71:4022,101.229.186.71,4022,http,,,CN,Shanghai,http://101.229.186.71:4022,China Telecom Group
58.32.17.221:34567,58.32.17.221,34567,http,,,CN,Shanghai,http://58.32.17.221:34567,China Telecom Group
58.32.17.221:34567,58.32.17.221,34567,http,,,CN,Shanghai,http://58.32.17.221:34567,China Telecom Group
101.229.228.104:4022,101.229.228.104,4022,http,,,CN,Shanghai,http://101.229.228.104:4022,China Telecom Group
61.165.37.56:8889,61.165.37.56,8889,http,,,CN,Shanghai,http://61.165.37.56:8889,China Telecom Group
101.224.149.143:34567,101.224.149.143,34567,http,,,CN,Shanghai,http://101.224.149.143:34567,China Telecom Group
101.224.149.143:34567,101.224.149.143,34567,http,,,CN,Shanghai,http://101.224.149.143:34567,China Telecom Group
222.64.60.57:6666,222.64.60.57,6666,http,,,CN,Shanghai,http://222.64.60.57:6666,China Telecom Group
222.64.60.57:6666,222.64.60.57,6666,http,,,CN,Shanghai,http://222.64.60.57:6666,China Telecom Group
222.67.97.97:4022,222.67.97.97,4022,http,,,CN,Shanghai,http://222.67.97.97:4022,China Telecom Group
222.67.97.97:4022,222.67.97.97,4022,http,,,CN,Shanghai,http://222.67.97.97:4022,China Telecom Group
218.1.144.178:4022,218.1.144.178,4022,http,,,CN,Shanghai,http://218.1.144.178:4022,China Telecom Group
218.1.144.178:4022,218.1.144.178,4022,http,,,CN,Shanghai,http://218.1.144.178:4022,China Telecom Group
101.229.224.165:4022,101.229.224.165,4022,http,,,CN,Shanghai,http://101.229.224.165:4022,China Telecom Group
180.158.210.185:3001,180.158.210.185,3001,http,,,CN,Shanghai,http://180.158.210.185:3001,China Telecom Group
139.227.199.142:4002,139.227.199.142,4002,http,,,CN,Shanghai,http://139.227.199.142:4002,China Unicom Shanghai network
139.227.199.142:4002,139.227.199.142,4002,http,,,CN,Shanghai,http://139.227.199.142:4002,China Unicom Shanghai network
114.85.56.43:8889,114.85.56.43,8889,http,,,CN,Shanghai,http://114.85.56.43:8889,China Telecom Group
114.85.56.43:8889,114.85.56.43,8889,http,,,CN,Shanghai,http://114.85.56.43:8889,China Telecom Group
180.165.17.238:9999,180.165.17.238,9999,http,,,CN,Shanghai,http://180.165.17.238:9999,China Telecom Group
180.165.17.238:9999,180.165.17.238,9999,http,,,CN,Shanghai,http://180.165.17.238:9999,China Telecom Group
116.237.109.161:4022,116.237.109.161,4022,http,,,CN,Shanghai,http://116.237.109.161:4022,China Telecom Group
116.237.109.161:4022,116.237.109.161,4022,http,,,CN,Shanghai,http://116.237.109.161:4022,China Telecom Group
58.37.252.156:9200,58.37.252.156,9200,http,,,CN,Shanghai,http://58.37.252.156:9200,China Telecom Group
180.158.201.25:1024,180.158.201.25,1024,http,,,CN,Shanghai,http://180.158.201.25:1024,China Telecom Group
180.172.36.86:9200,180.172.36.86,9200,http,,,CN,Shanghai,http://180.172.36.86:9200,China Telecom Group
222.64.200.164:4022,222.64.200.164,4022,http,,,CN,Shanghai,http://222.64.200.164:4022,China Telecom Group
222.64.200.164:4022,222.64.200.164,4022,http,,,CN,Shanghai,http://222.64.200.164:4022,China Telecom Group
58.39.95.63:58888,58.39.95.63,58888,http,,,CN,Shanghai,http://58.39.95.63:58888,China Telecom Group
58.39.95.63:58888,58.39.95.63,58888,http,,,CN,Shanghai,http://58.39.95.63:58888,China Telecom Group
222.70.43.105:12345,222.70.43.105,12345,http,,,CN,Shanghai,http://222.70.43.105:12345,China Telecom Group
222.70.43.105:12345,222.70.43.105,12345,http,,,CN,Shanghai,http://222.70.43.105:12345,China Telecom Group
58.32.17.94:34567,58.32.17.94,34567,http,,,CN,Shanghai,http://58.32.17.94:34567,China Telecom Group
58.32.17.94:34567,58.32.17.94,34567,http,,,CN,Shanghai,http://58.32.17.94:34567,China Telecom Group
58.37.217.12:4022,58.37.217.12,4022,http,,,CN,Shanghai,http://58.37.217.12:4022,China Telecom Group
222.67.193.245:9898,222.67.193.245,9898,http,,,CN,Shanghai,http://222.67.193.245:9898,China Telecom Group
222.67.193.245:9898,222.67.193.245,9898,http,,,CN,Shanghai,http://222.67.193.245:9898,China Telecom Group
101.229.190.229:4022,101.229.190.229,4022,http,,,CN,Shanghai,http://101.229.190.229:4022,China Telecom Group
101.229.190.229:4022,101.229.190.229,4022,http,,,CN,Shanghai,http://101.229.190.229:4022,China Telecom Group
114.85.44.185:8889,114.85.44.185,8889,http,,,CN,Shanghai,http://114.85.44.185:8889,China Telecom Group
114.85.44.185:8889,114.85.44.185,8889,http,,,CN,Shanghai,http://114.85.44.185:8889,China Telecom Group
116.231.59.110:8686,116.231.59.110,8686,http,,,CN,Shanghai,http://116.231.59.110:8686,China Telecom Group
116.237.10.171:8888,116.237.10.171,8888,http,,,CN,Shanghai,http://116.237.10.171:8888,China Telecom Group
116.237.10.171:8888,116.237.10.171,8888,http,,,CN,Shanghai,http://116.237.10.171:8888,China Telecom Group
180.156.183.198:8888,180.156.183.198,8888,http,,,CN,Shanghai,http://180.156.183.198:8888,China Telecom Group
218.1.139.29:8888,218.1.139.29,8888,http,,,CN,Shanghai,http://218.1.139.29:8888,China Telecom Group
58.41.155.171:8888,58.41.155.171,8888,http,,,CN,Shanghai,http://58.41.155.171:8888,China Telecom Group
114.95.135.253:58888,114.95.135.253,58888,http,,,CN,Shanghai,http://114.95.135.253:58888,China Telecom Group
114.95.135.253:58888,114.95.135.253,58888,http,,,CN,Shanghai,http://114.95.135.253:58888,China Telecom Group
58.32.40.34:8880,58.32.40.34,8880,http,,,CN,Shanghai,http://58.32.40.34:8880,China Telecom Group
58.32.40.34:8880,58.32.40.34,8880,http,,,CN,Shanghai,http://58.32.40.34:8880,China Telecom Group
180.172.3.222:8888,180.172.3.222,8888,http,,,CN,Shanghai,http://180.172.3.222:8888,China Telecom Group
180.172.3.222:8888,180.172.3.222,8888,http,,,CN,Shanghai,http://180.172.3.222:8888,China Telecom Group
116.237.113.223:7086,116.237.113.223,7086,http,,,CN,Shanghai,http://116.237.113.223:7086,China Telecom Group
58.32.19.189:34567,58.32.19.189,34567,http,,,CN,Shanghai,http://58.32.19.189:34567,China Telecom Group
58.32.19.189:34567,58.32.19.189,34567,http,,,CN,Shanghai,http://58.32.19.189:34567,China Telecom Group
116.237.113.223:7086,116.237.113.223,7086,http,,,CN,Shanghai,http://116.237.113.223:7086,China Telecom Group
116.226.122.202:4022,116.226.122.202,4022,http,,,CN,Shanghai,http://116.226.122.202:4022,China Telecom Group
116.226.122.202:4022,116.226.122.202,4022,http,,,CN,Shanghai,http://116.226.122.202:4022,China Telecom Group
116.237.52.14:8888,116.237.52.14,8888,http,,,CN,Shanghai,http://116.237.52.14:8888,China Telecom Group
116.237.52.14:8888,116.237.52.14,8888,http,,,CN,Shanghai,http://116.237.52.14:8888,China Telecom Group
180.154.104.191:58888,180.154.104.191,58888,http,,,CN,Shanghai,http://180.154.104.191:58888,China Telecom Group
180.154.104.191:58888,180.154.104.191,58888,http,,,CN,Shanghai,http://180.154.104.191:58888,China Telecom Group
101.85.90.135:8889,101.85.90.135,8889,http,,,CN,Shanghai,http://101.85.90.135:8889,China Telecom Group
101.85.90.135:8889,101.85.90.135,8889,http,,,CN,Shanghai,http://101.85.90.135:8889,China Telecom Group
180.158.195.32:3001,180.158.195.32,3001,http,,,CN,Shanghai,http://180.158.195.32:3001,China Telecom Group
180.158.195.32:3001,180.158.195.32,3001,http,,,CN,Shanghai,http://180.158.195.32:3001,China Telecom Group
180.158.36.65:4022,180.158.36.65,4022,http,,,CN,Shanghai,http://180.158.36.65:4022,China Telecom Group
180.158.36.65:4022,180.158.36.65,4022,http,,,CN,Shanghai,http://180.158.36.65:4022,China Telecom Group
114.95.214.57:3333,114.95.214.57,3333,http,,,CN,Shanghai,http://114.95.214.57:3333,China Telecom Group
114.95.214.57:3333,114.95.214.57,3333,http,,,CN,Shanghai,http://114.95.214.57:3333,China Telecom Group
180.172.36.86:9200,180.172.36.86,9200,http,,,CN,Shanghai,http://180.172.36.86:9200,China Telecom Group
58.32.25.114:4022,58.32.25.114,4022,http,,,CN,Shanghai,http://58.32.25.114:4022,China Telecom Group
58.37.146.159:4022,58.37.146.159,4022,http,,,CN,Shanghai,http://58.37.146.159:4022,China Telecom Group
139.227.17.167:4022,139.227.17.167,4022,http,,,CN,Shanghai,http://139.227.17.167:4022,China Unicom Shanghai network
139.227.17.167:4022,139.227.17.167,4022,http,,,CN,Shanghai,http://139.227.17.167:4022,China Unicom Shanghai network
58.32.18.195:34567,58.32.18.195,34567,http,,,CN,Shanghai,http://58.32.18.195:34567,China Telecom Group
116.231.247.20:4022,116.231.247.20,4022,http,,,CN,Shanghai,http://116.231.247.20:4022,China Telecom Group
58.32.18.195:34567,58.32.18.195,34567,http,,,CN,Shanghai,http://58.32.18.195:34567,China Telecom Group
116.231.247.20:4022,116.231.247.20,4022,http,,,CN,Shanghai,http://116.231.247.20:4022,China Telecom Group
61.173.113.174:9999,61.173.113.174,9999,http,,,CN,Shanghai,http://61.173.113.174:9999,China Telecom Group
222.67.174.171:4022,222.67.174.171,4022,http,,,CN,Shanghai,http://222.67.174.171:4022,China Telecom Group
218.1.203.120:4022,218.1.203.120,4022,http,,,CN,Shanghai,http://218.1.203.120:4022,China Telecom Group
218.1.203.120:4022,218.1.203.120,4022,http,,,CN,Shanghai,http://218.1.203.120:4022,China Telecom Group
124.77.222.0:4022,124.77.222.0,4022,http,,,CN,Shanghai,http://124.77.222.0:4022,China Telecom Group
180.156.183.198:8888,180.156.183.198,8888,http,,,CN,Shanghai,http://180.156.183.198:8888,China Telecom Group
116.234.94.218:8888,116.234.94.218,8888,http,,,CN,Shanghai,http://116.234.94.218:8888,China Telecom Group
58.41.150.53:8888,58.41.150.53,8888,http,,,CN,Shanghai,http://58.41.150.53:8888,China Telecom Group
180.159.100.15:8888,180.159.100.15,8888,http,,,CN,Shanghai,http://180.159.100.15:8888,China Telecom Group
180.159.100.15:8888,180.159.100.15,8888,http,,,CN,Shanghai,http://180.159.100.15:8888,China Telecom Group
222.65.175.60:8686,222.65.175.60,8686,http,,,CN,Shanghai,http://222.65.175.60:8686,China Telecom Group
222.65.175.60:8686,222.65.175.60,8686,http,,,CN,Shanghai,http://222.65.175.60:8686,China Telecom Group
114.91.140.144:9200,114.91.140.144,9200,http,,,CN,Shanghai,http://114.91.140.144:9200,China Telecom Group
101.83.130.59:8888,101.83.130.59,8888,http,,,CN,Shanghai,http://101.83.130.59:8888,China Telecom Group
180.158.45.124:9997,180.158.45.124,9997,http,,,CN,Shanghai,http://180.158.45.124:9997,China Telecom Group
180.158.45.124:9997,180.158.45.124,9997,http,,,CN,Shanghai,http://180.158.45.124:9997,China Telecom Group
218.80.122.159:8880,218.80.122.159,8880,http,,,CN,Shanghai,http://218.80.122.159:8880,China Telecom Group
218.80.122.159:8880,218.80.122.159,8880,http,,,CN,Shanghai,http://218.80.122.159:8880,China Telecom Group
116.234.94.218:8888,116.234.94.218,8888,http,,,CN,Shanghai,http://116.234.94.218:8888,China Telecom Group
222.67.174.171:4022,222.67.174.171,4022,http,,,CN,Shanghai,http://222.67.174.171:4022,China Telecom Group
114.91.140.144:9200,114.91.140.144,9200,http,,,CN,Shanghai,http://114.91.140.144:9200,China Telecom Group
58.41.150.53:8888,58.41.150.53,8888,http,,,CN,Shanghai,http://58.41.150.53:8888,China Telecom Group
222.64.57.89:6666,222.64.57.89,6666,http,,,CN,Shanghai,http://222.64.57.89:6666,China Telecom Group
222.64.57.89:6666,222.64.57.89,6666,http,,,CN,Shanghai,http://222.64.57.89:6666,China Telecom Group
218.1.77.76:4022,218.1.77.76,4022,http,,,CN,Shanghai,http://218.1.77.76:4022,China Telecom Group
218.1.77.76:4022,218.1.77.76,4022,http,,,CN,Shanghai,http://218.1.77.76:4022,China Telecom Group
116.234.48.125:8899,116.234.48.125,8899,http,,,CN,Shanghai,http://116.234.48.125:8899,China Telecom Group
116.234.48.125:8899,116.234.48.125,8899,http,,,CN,Shanghai,http://116.234.48.125:8899,China Telecom Group
116.227.37.51:8888,116.227.37.51,8888,http,,,CN,Shanghai,http://116.227.37.51:8888,China Telecom Group
116.227.37.51:8888,116.227.37.51,8888,http,,,CN,Shanghai,http://116.227.37.51:8888,China Telecom Group
